,Gender,Event,Location,Year,Medal,Name,Nationality,Result,Type,Clean_Result
438,M,Long Jump,Sydney,2000,B,Roman SCHURENKO,UKR,8.31,meters,8.31
447,M,Long Jump,Sydney,2000,S,Jai TAURIMA,AUS,8.49,meters,8.49
450,M,Long Jump,Sydney,2000,G,Ivan PEDROSO,CUB,8.55,meters,8.55
378,W,Long Jump,Athens,2004,S,Irina SIMAGINA,RUS,7.05,meters,7.05
379,W,Long Jump,Athens,2004,B,Tatyana KOTOVA,RUS,7.05,meters,7.05
383,W,Long Jump,Athens,2004,G,Tatyana LEBEDEVA,RUS,7.07,meters,7.07
440,M,Long Jump,Athens,2004,B,Joan Lino MARTINEZ,ESP,8.32,meters,8.32
446,M,Long Jump,Athens,2004,S,John MOFFITT,USA,8.47,meters,8.47
451,M,Long Jump,Athens,2004,G,Dwight PHILLIPS,USA,8.59,meters,8.59
370,W,Long Jump,Beijing,2008,B,Blessing OKAGBARE,NGR,6.91,meters,6.91
376,W,Long Jump,Beijing,2008,G,Maurren Higa MAGGI,BRA,7.04,meters,7.04
432,M,Long Jump,Beijing,2008,B,Ibrahim CAMEJO,CUB,8.2,meters,8.2
434,M,Long Jump,Beijing,2008,S,Godfrey Khotso MOKOENA,RSA,8.24,meters,8.24
441,M,Long Jump,Beijing,2008,G,Irving SALADINO,PAN,8.34,meters,8.34
369,W,Long Jump,London,2012,B,Janay DELOACH,USA,6.89,meters,6.89
382,W,Long Jump,London,2012,S,Elena SOKOLOVA,RUS,7.07,meters,7.07
386,W,Long Jump,London,2012,G,Brittney REESE,USA,7.12,meters,7.12
429,M,Long Jump,London,2012,B,Will CLAYE,USA,8.12,meters,8.12
430,M,Long Jump,London,2012,S,Mitchell WATT,AUS,8.16,meters,8.16
439,M,Long Jump,London,2012,G,Greg RUTHERFORD,GBR,8.31,meters,8.31
384,W,Long Jump,Rio,2016,B,Ivana SPANOVIC,SRB,7.08,meters,7.08
389,W,Long Jump,Rio,2016,S,Brittney REESE,USA,7.15,meters,7.15
390,W,Long Jump,Rio,2016,G,Tianna BARTOLETTA,USA,7.17,meters,7.17
436,M,Long Jump,Rio,2016,B,Greg RUTHERFORD,GBR,8.29,meters,8.29
444,M,Long Jump,Rio,2016,S,Luvo MANYONGA,RSA,8.37,meters,8.37
445,M,Long Jump,Rio,2016,G,Jeff HENDERSON,USA,8.38,meters,8.38
347,M,Marathon,Athens,1896,G,Spyridon LOUIS,GRE,2:58:50,seconds,10730.0
350,M,Marathon,Athens,1896,S,Kharilaos VASILAKOS,GRE,3:06:03,seconds,11163.0
351,M,Marathon,Athens,1896,B,Gyula KELLNER,HUN,3:06:35,seconds,11195.0
348,M,Marathon,Paris,1900,G,Michel THÃATO,FRA,2:59:45.0,seconds,10785.0
349,M,Marathon,Paris,1900,S,Ãmile CHAMPION,FRA,3:04:17.0,seconds,11057.0
354,M,Marathon,Paris,1900,B,Ernst FAST,SWE,3:37:14.0,seconds,13034.0
352,M,Marathon,St Louis,1904,G,Thomas HICKS,USA,3:28:53.0,seconds,12533.0
353,M,Marathon,St Louis,1904,S,Albert CORAY,USA,3:34:52.0,seconds,12892.0
355,M,Marathon,St Louis,1904,B,Arthur NEWTON,USA,3:47:33.0,seconds,13653.0
344,M,Marathon,London,1908,G,John HAYES,USA,2:55:18.4,seconds,10518.4
345,M,Marathon,London,1908,S,Charles HEFFERON,RSA,2:56:06.0,seconds,10566.0
346,M,Marathon,London,1908,B,Joseph FORSHAW,USA,2:57:10.4,seconds,10630.4
338,M,Marathon,Stockholm,1912,G,Kennedy Kane MCARTHUR,RSA,2:36:54.8,seconds,9414.8
339,M,Marathon,Stockholm,1912,S,Christian W. GITSHAM,RSA,2:37:52.0,seconds,9472.0
340,M,Marathon,Stockholm,1912,B,Gaston STROBINO,USA,2:38:42.4,seconds,9522.4
332,M,Marathon,Antwerp,1920,G,Hannes KOLEHMAINEN,FIN,2:32:35.8,seconds,9155.8
333,M,Marathon,Antwerp,1920,S,JÃ¼ri LOSSMANN,EST,2:32:48.6,seconds,9168.6
337,M,Marathon,Antwerp,1920,B,Valerio ARRI,ITA,2:36:32.8,seconds,9392.8
341,M,Marathon,Paris,1924,G,Albin STENROOS,FIN,2:41:22.6,seconds,9682.6
342,M,Marathon,Paris,1924,S,Romeo BERTINI,ITA,2:47:19.6,seconds,10039.6
343,M,Marathon,Paris,1924,B,Clarence DEMAR,USA,2:48:14.0,seconds,10094.0
272,M,Marathon,Amsterdam,1928,G,BoughÃ¨ra EL OUAFI,FRA,2:32:57,seconds,9177.0
273,M,Marathon,Amsterdam,1928,S,Manuel PLAZA,CHI,2:33:23,seconds,9203.0
274,M,Marathon,Amsterdam,1928,B,Martti MARTTELIN,FIN,2:35:02,seconds,9302.0
328,M,Marathon,Los Angeles,1932,G,Juan Carlos ZABALA,ARG,2:31:36,seconds,9096.0
330,M,Marathon,Los Angeles,1932,S,Samuel FERRIS,GBR,2:31:55,seconds,9115.0
331,M,Marathon,Los Angeles,1932,B,Armas TOIVONEN,FIN,2:32:12,seconds,9132.0
326,M,Marathon,Berlin,1936,G,Kitei SON,JPN,2:29:19.2,seconds,8959.2
327,M,Marathon,Berlin,1936,S,Ernest HARPER,GBR,2:31:23.2,seconds,9083.2
329,M,Marathon,Berlin,1936,B,Shoryu NAN,JPN,2:31:42.0,seconds,9102.0
334,M,Marathon,London,1948,G,Delfo CABRERA,ARG,2:34:51.6,seconds,9291.6
335,M,Marathon,London,1948,S,Thomas John Henry RICHARDS,GBR,2:35:07.6,seconds,9307.6
336,M,Marathon,London,1948,B,Etienne GAILLY,BEL,2:35:33.6,seconds,9333.6
318,M,Marathon,Helsinki,1952,G,Emil ZÃTOPEK,TCH,2:23:03.2,seconds,8583.2
322,M,Marathon,Helsinki,1952,S,Reinaldo GORNO,ARG,2:25:35.0,seconds,8735.0
323,M,Marathon,Helsinki,1952,B,Gustaf JANSSON,SWE,2:26:07.0,seconds,8767.0
321,M,Marathon,Melbourne / Stockholm,1956,G,Alain MIMOUN,FRA,2:25:00,seconds,8700.0
324,M,Marathon,Melbourne / Stockholm,1956,S,Franjo MIHALIC,YUG,2:26:32,seconds,8792.0
325,M,Marathon,Melbourne / Stockholm,1956,B,Veikko KARVONEN,FIN,2:27:47,seconds,8867.0
312,M,Marathon,Rome,1960,G,Abebe BIKILA,ETH,2:15:16.2,seconds,8116.2
313,M,Marathon,Rome,1960,S,Abdesiem RHADI BEN ABDESSELEM,MAR,2:15:41.6,seconds,8141.6
316,M,Marathon,Rome,1960,B,Barry MAGEE,NZL,2:17:18.2,seconds,8238.2
302,M,Marathon,Tokyo,1964,G,Abebe BIKILA,ETH,2:12:11.2,seconds,7931.2
314,M,Marathon,Tokyo,1964,S,Basil HEATLEY,GBR,2:16:19.2,seconds,8179.2
315,M,Marathon,Tokyo,1964,B,Kokichi TSUBURAYA,JPN,2:16:22.8,seconds,8182.8
317,M,Marathon,Mexico,1968,G,Mamo WOLDE,ETH,2:20:26.4,seconds,8426.4
319,M,Marathon,Mexico,1968,S,Kenji KIMIHARA,JPN,2:23:31.0,seconds,8611.0
320,M,Marathon,Mexico,1968,B,Mike RYAN,NZL,2:23:45.0,seconds,8625.0
303,M,Marathon,Munich,1972,G,Frank Charles SHORTER,USA,2:12:19.8,seconds,7939.8
310,M,Marathon,Munich,1972,S,Karel LISMONT,BEL,2:14:31.8,seconds,8071.8
311,M,Marathon,Munich,1972,B,Mamo WOLDE,ETH,2:15:08.4,seconds,8108.4
283,M,Marathon,Montreal,1976,G,Waldemar CIERPINSKI,GDR,2:09:55.0,seconds,7795.0
291,M,Marathon,Montreal,1976,S,Frank Charles SHORTER,USA,2:10:45.8,seconds,7845.8
297,M,Marathon,Montreal,1976,B,Karel LISMONT,BEL,2:11:12.6,seconds,7872.6
295,M,Marathon,Moscow,1980,G,Waldemar CIERPINSKI,GDR,2:11:03.0,seconds,7863.0
298,M,Marathon,Moscow,1980,S,Gerard NIJBOER,NED,2:11:20.0,seconds,7880.0
300,M,Marathon,Moscow,1980,B,Setymkul DZHUMANAZAROV,URS,2:11:35.0,seconds,7895.0
254,W,Marathon,Los Angeles,1984,G,Joan BENOIT,USA,2:24:52,seconds,8692.0
258,W,Marathon,Los Angeles,1984,S,Grete ANDERSEN,NOR,2:26:18,seconds,8778.0
263,W,Marathon,Los Angeles,1984,B,Rosa MOTA,POR,2:26:57,seconds,8817.0
280,M,Marathon,Los Angeles,1984,G,Carlos LOPES,POR,2:09:21,seconds,7761.0
284,M,Marathon,Los Angeles,1984,S,John TREACY,IRL,2:09:56,seconds,7796.0
285,M,Marathon,Los Angeles,1984,B,Charles SPEDDING,GBR,2:09:58,seconds,7798.0
255,W,Marathon,Seoul,1988,G,Rosa MOTA,POR,2:25:40,seconds,8740.0
256,W,Marathon,Seoul,1988,S,Lisa ONDIEKI,AUS,2:25:53,seconds,8753.0
260,W,Marathon,Seoul,1988,B,Katrin DÃRRE,GDR,2:26:21,seconds,8781.0
290,M,Marathon,Seoul,1988,G,Gelindo BORDIN,ITA,2:10:32,seconds,7832.0
292,M,Marathon,Seoul,1988,S,Douglas WAKIIHURI,KEN,2:10:47,seconds,7847.0
294,M,Marathon,Seoul,1988,B,Hussein AHMED SALAH,DJI,2:10:59,seconds,7859.0
269,W,Marathon,Barcelona,1992,G,Valentina YEGOROVA,EUN,2:32:41,seconds,9161.0
270,W,Marathon,Barcelona,1992,S,Yuko ARIMORI,JPN,2:32:49,seconds,9169.0
271,W,Marathon,Barcelona,1992,B,Lorraine MOLLER,NZL,2:33:59,seconds,9239.0
307,M,Marathon,Barcelona,1992,G,Young-Cho HWANG,KOR,2:13:23,seconds,8003.0
308,M,Marathon,Barcelona,1992,S,Koichi MORISHITA,JPN,2:13:45,seconds,8025.0
309,M,Marathon,Barcelona,1992,B,Stephan FREIGANG,GER,2:14:00,seconds,8040.0
257,W,Marathon,Atlanta,1996,G,Fatuma ROBA,ETH,2:26:05,seconds,8765.0
267,W,Marathon,Atlanta,1996,S,Valentina YEGOROVA,RUS,2:28:05,seconds,8885.0
268,W,Marathon,Atlanta,1996,B,Yuko ARIMORI,JPN,2:28:39,seconds,8919.0
304,M,Marathon,Atlanta,1996,G,Josia THUGWANE,RSA,2:12:36,seconds,7956.0
305,M,Marathon,Atlanta,1996,S,Bong Ju LEE,KOR,2:12:39,seconds,7959.0
306,M,Marathon,Atlanta,1996,B,Erick WAINAINA,KEN,2:12:44,seconds,7964.0
247,W,Marathon,Sydney,2000,G,Naoko TAKAHASHI,JPN,2:23:14,seconds,8594.0
248,W,Marathon,Sydney,2000,S,Lidia SIMON,ROU,2:23:22,seconds,8602.0
253,W,Marathon,Sydney,2000,B,Joyce CHEPCHUMBA,KEN,2:24:45,seconds,8685.0
288,M,Marathon,Sydney,2000,G,Gezahegne ABERA,ETH,2:10:11,seconds,7811.0
289,M,Marathon,Sydney,2000,S,Erick WAINAINA,KEN,2:10:31,seconds,7831.0
296,M,Marathon,Sydney,2000,B,Tesfaye TOLA,ETH,2:11:10,seconds,7870.0
259,W,Marathon,Athens,2004,G,Mizuki NOGUCHI,JPN,2:26:20,seconds,8780.0
261,W,Marathon,Athens,2004,S,Catherine NDEREBA,KEN,2:26:32,seconds,8792.0
266,W,Marathon,Athens,2004,B,Deena KASTOR,USA,2:27:20,seconds,8840.0
293,M,Marathon,Athens,2004,G,Stefano BALDINI,ITA,2:10:55,seconds,7855.0
299,M,Marathon,Athens,2004,S,Mebrahtom KEFLEZIGHI,USA,2:11:29,seconds,7889.0
301,M,Marathon,Athens,2004,B,Vanderlei DE LIMA,BRA,2:12:11,seconds,7931.0
262,W,Marathon,Beijing,2008,G,Constantina TOMESCU,ROU,2:26:44,seconds,8804.0
264,W,Marathon,Beijing,2008,S,Catherine NDEREBA,KEN,2:27:06,seconds,8826.0
265,W,Marathon,Beijing,2008,B,Chunxiu ZHOU,CHN,2:27:07,seconds,8827.0
275,M,Marathon,Beijing,2008,G,Samuel Kamau WANJIRU,KEN,2:06:32,seconds,7592.0
276,M,Marathon,Beijing,2008,S,Jaouad GHARIB,MAR,2:07:16,seconds,7636.0
286,M,Marathon,Beijing,2008,B,Tsegay KEBEDE,ETH,2:10:00,seconds,7800.0
245,W,Marathon,London,2012,G,Tiki GELANA,ETH,2:23:07,seconds,8587.0
246,W,Marathon,London,2012,S,Priscah JEPTOO,KEN,2:23:12,seconds,8592.0
249,W,Marathon,London,2012,B,Tatyana PETROVA ARKHIPOVA,RUS,2:23:29,seconds,8609.0
277,M,Marathon,London,2012,G,Stephen KIPROTICH,UGA,2:08:01,seconds,7681.0
278,M,Marathon,London,2012,S,Abel KIRUI,KEN,2:08:27,seconds,7707.0
281,M,Marathon,London,2012,B,Wilson Kipsang KIPROTICH,KEN,2:09:37,seconds,7777.0
250,W,Marathon,Rio,2016,G,Jemima Jelagat SUMGONG,KEN,2:24:04,seconds,8644.0
251,W,Marathon,Rio,2016,S,Eunice Jepkirui KIRWA,BRN,2:24:13,seconds,8653.0
252,W,Marathon,Rio,2016,B,Mare DIBABA,ETH,2:24:30,seconds,8670.0
279,M,Marathon,Rio,2016,G,Eliud Kipchoge ROTICH,KEN,2:08:44,seconds,7724.0
282,M,Marathon,Rio,2016,S,Feyisa LILESA,ETH,2:09:54,seconds,7794.0
287,M,Marathon,Rio,2016,B,Galen RUPP,USA,2:10:05,seconds,7805.0
186,M,Pole Vault,Athens,1896,B,Evangelos DAMASKOS,GRE,2.6,meters,2.6
187,M,Pole Vault,Athens,1896,B,Ioannis THEODOROPOULOS,GRE,2.6,meters,2.6
189,M,Pole Vault,Athens,1896,S,Albert TYLER,USA,3.2,meters,3.2
192,M,Pole Vault,Athens,1896,G,William Welles HOYT,USA,3.3,meters,3.3
188,M,Pole Vault,Paris,1900,B,Carl Albert ANDERSEN,NOR,3.2,meters,3.2
190,M,Pole Vault,Paris,1900,S,Meredith COLKETT,USA,3.25,meters,3.25
191,M,Pole Vault,Paris,1900,G,Irving BAXTER,USA,3.3,meters,3.3
193,M,Pole Vault,St Louis,1904,S,Leroy SAMSE,USA,3.43,meters,3.43
194,M,Pole Vault,St Louis,1904,B,Louis WILKINS,USA,3.43,meters,3.43
195,M,Pole Vault,St Louis,1904,G,Charles DVORAK,USA,3.5,meters,3.5
196,M,Pole Vault,London,1908,B,Edward ARCHIBALD,CAN,3.58,meters,3.58
197,M,Pole Vault,London,1908,B,Charles JACOBS,USA,3.58,meters,3.58
198,M,Pole Vault,London,1908,B,Bruno SÃDERSTRÃM,SWE,3.58,meters,3.58
199,M,Pole Vault,London,1908,G,Alfred Carleten GILBERT,USA,3.71,meters,3.71
200,M,Pole Vault,London,1908,G,Edward COOK,USA,3.71,meters,3.71
201,M,Pole Vault,Stockholm,1912,B,William HAPPENNY,CAN,3.8,meters,3.8
202,M,Pole Vault,Stockholm,1912,B,Bertil UGGLA,SWE,3.8,meters,3.8
203,M,Pole Vault,Stockholm,1912,B,Frank MURPHY,USA,3.8,meters,3.8
204,M,Pole Vault,Stockholm,1912,S,Frank NELSON,USA,3.85,meters,3.85
205,M,Pole Vault,Stockholm,1912,S,Marc WRIGHT,USA,3.85,meters,3.85
209,M,Pole Vault,Stockholm,1912,G,Harry Stoddard BABCOCK,USA,3.95,meters,3.95
206,M,Pole Vault,Paris,1924,B,James BROOKER,USA,3.9,meters,3.9
207,M,Pole Vault,Paris,1924,G,Lee BARNES,USA,3.95,meters,3.95
208,M,Pole Vault,Paris,1924,S,Glenn GRAHAM,USA,3.95,meters,3.95
210,M,Pole Vault,Los Angeles,1932,B,George JEFFERSON,USA,4.2,meters,4.2
211,M,Pole Vault,Los Angeles,1932,S,Shuhei NISHIDA,JPN,4.3,meters,4.3
212,M,Pole Vault,Los Angeles,1932,G,William Waring MILLER,USA,4.315,meters,4.315
213,M,Pole Vault,Helsinki,1952,B,Ragnar Torsten LUNDBERG,SWE,4.4,meters,4.4
214,M,Pole Vault,Helsinki,1952,S,Don LAZ,USA,4.5,meters,4.5
216,M,Pole Vault,Helsinki,1952,G,Bob RICHARDS,USA,4.55,meters,4.55
215,M,Pole Vault,Rome,1960,B,Eeles LANDSTRÃM,FIN,4.55,meters,4.55
217,M,Pole Vault,Rome,1960,S,Ronald MORRIS,USA,4.6,meters,4.6
218,M,Pole Vault,Rome,1960,G,Don BRAGG,USA,4.7,meters,4.7
219,M,Pole Vault,Tokyo,1964,B,Klaus LEHNERTZ,EUA,5,meters,5
220,M,Pole Vault,Tokyo,1964,S,Wolfgang REINHARDT,EUA,5.05,meters,5.05
221,M,Pole Vault,Tokyo,1964,G,Fred HANSEN,USA,5.1,meters,5.1
222,M,Pole Vault,Moscow,1980,S,Tadeusz SLUSARSKI,POL,5.65,meters,5.65
223,M,Pole Vault,Moscow,1980,S,Konstantin VOLKOV,URS,5.65,meters,5.65
225,M,Pole Vault,Moscow,1980,G,Wladyslaw KOZAKIEWICZ,POL,5.78,meters,5.78
224,M,Pole Vault,Barcelona,1992,B,Javier GARCÃA,ESP,5.75,meters,5.75
226,M,Pole Vault,Barcelona,1992,G,Maksim TARASOV,EUN,5.8,meters,5.8
227,M,Pole Vault,Barcelona,1992,S,Igor TRANDENKOV,EUN,5.8,meters,5.8
237,M,Pole Vault,Atlanta,1996,G,Jean GALFIONE,FRA,5.92,meters,5.92
238,M,Pole Vault,Atlanta,1996,S,Igor TRANDENKOV,RUS,5.92,meters,5.92
239,M,Pole Vault,Atlanta,1996,B,Andrei TIVONTCHIK,GER,5.92,meters,5.92
171,W,Pole Vault,Sydney,2000,B,Vala FLOSADÃTTIR,ISL,4.5,meters,4.5
172,W,Pole Vault,Sydney,2000,S,Tatiana GRIGORIEVA,AUS,4.55,meters,4.55
173,W,Pole Vault,Sydney,2000,G,Stacy DRAGILA,USA,4.6,meters,4.6
231,M,Pole Vault,Sydney,2000,G,Nick HYSONG,USA,5.9,meters,5.9
232,M,Pole Vault,Sydney,2000,S,Lawrence JOHNSON,USA,5.9,meters,5.9
233,M,Pole Vault,Sydney,2000,B,Maksim TARASOV,RUS,5.9,meters,5.9
175,W,Pole Vault,Athens,2004,B,Anna ROGOWSKA,POL,4.7,meters,4.7
179,W,Pole Vault,Athens,2004,S,Svetlana FEOFANOVA,RUS,4.75,meters,4.75
184,W,Pole Vault,Athens,2004,G,Yelena ISINBAEVA,RUS,4.91,meters,4.91
230,M,Pole Vault,Athens,2004,B,Giuseppe GIBILISCO,ITA,5.85,meters,5.85
234,M,Pole Vault,Athens,2004,S,Toby STEVENSON,USA,5.9,meters,5.9
240,M,Pole Vault,Athens,2004,G,Timothy MACK,USA,5.95,meters,5.95
176,W,Pole Vault,Beijing,2008,B,Svetlana FEOFANOVA,RUS,4.75,meters,4.75
181,W,Pole Vault,Beijing,2008,S,Jennifer SUHR,USA,4.8,meters,4.8
185,W,Pole Vault,Beijing,2008,G,Yelena ISINBAEVA,RUS,5.05,meters,5.05
229,M,Pole Vault,Beijing,2008,S,Evgeniy LUKYANENKO,RUS,5.85,meters,5.85
241,M,Pole Vault,Beijing,2008,G,Steve HOOKER,AUS,5.96,meters,5.96
174,W,Pole Vault,London,2012,B,Yelena ISINBAEVA,RUS,4.7,meters,4.7
177,W,Pole Vault,London,2012,G,Jennifer SUHR,USA,4.75,meters,4.75
178,W,Pole Vault,London,2012,S,Yarisley SILVA,CUB,4.75,meters,4.75
235,M,Pole Vault,London,2012,S,Bjorn OTTO,GER,5.91,meters,5.91
236,M,Pole Vault,London,2012,B,Raphael HOLZDEPPE,GER,5.91,meters,5.91
242,M,Pole Vault,London,2012,G,Renaud LAVILLENIE,FRA,5.97,meters,5.97
180,W,Pole Vault,Rio,2016,B,Eliza MCCARTNEY,NZL,4.8,meters,4.8
182,W,Pole Vault,Rio,2016,G,Ekaterini STEFANIDI,GRE,4.85,meters,4.85
183,W,Pole Vault,Rio,2016,S,Sandi MORRIS,USA,4.85,meters,4.85
228,M,Pole Vault,Rio,2016,B,Sam KENDRICKS,USA,5.85,meters,5.85
243,M,Pole Vault,Rio,2016,S,Renaud LAVILLENIE,FRA,5.98,meters,5.98
244,M,Pole Vault,Rio,2016,G,Thiago Braz DA SILVA,BRA,6.03,meters,6.03
111,M,Shot Put,Athens,1896,B,Georgios PAPASIDERIS,GRE,10.36,meters,10.36
112,M,Shot Put,Athens,1896,S,Miltiadis GOUSKOS,GRE,11.2,meters,11.2
113,M,Shot Put,Athens,1896,G,Robert GARRETT,USA,11.22,meters,11.22
114,M,Shot Put,Paris,1900,B,Robert GARRETT,USA,12.35,meters,12.35
115,M,Shot Put,Paris,1900,S,Josiah MCCRACKEN,USA,12.85,meters,12.85
120,M,Shot Put,Paris,1900,G,Richard SHELDON,USA,14.1,meters,14.1
117,M,Shot Put,St Louis,1904,B,Lawrence E. Joseph FEUERBACH,USA,13.37,meters,13.37
122,M,Shot Put,St Louis,1904,S,Wesley COE,USA,14.4,meters,14.4
124,M,Shot Put,St Louis,1904,G,Ralph ROSE,USA,14.81,meters,14.81
116,M,Shot Put,London,1908,B,John GARRELLS,USA,13.18,meters,13.18
118,M,Shot Put,London,1908,S,Denis HORGAN,GBR,13.62,meters,13.62
121,M,Shot Put,London,1908,G,Ralph ROSE,USA,14.21,meters,14.21
119,M,Shot Put,Stockholm,1912,B,Lawrence WHITNEY,USA,13.93,meters,13.93
127,M,Shot Put,Stockholm,1912,S,Ralph ROSE,USA,15.25,meters,15.25
128,M,Shot Put,Stockholm,1912,G,Patrick MCDONALD,USA,15.34,meters,15.34
123,M,Shot Put,Paris,1924,B,Ralph HILLS,USA,14.64,meters,14.64
125,M,Shot Put,Paris,1924,S,Glenn HARTRANFT,USA,14.895,meters,14.895
126,M,Shot Put,Paris,1924,G,Bud HOUSER,USA,14.995,meters,14.995
129,M,Shot Put,Los Angeles,1932,B,Franti?ek DOUDA,TCH,15.61,meters,15.61
131,M,Shot Put,Los Angeles,1932,S,Harlow ROTHERT,USA,15.67,meters,15.67
132,M,Shot Put,Los Angeles,1932,G,Leo SEXTON,USA,16,meters,16
130,M,Shot Put,Berlin,1936,B,Gerhard STÃCK,GER,15.66,meters,15.66
133,M,Shot Put,Berlin,1936,S,Sulo BÃRLUND,FIN,16.12,meters,16.12
134,M,Shot Put,Berlin,1936,G,Hans WOELLKE,GER,16.2,meters,16.2
70,W,Shot Put,Helsinki,1952,B,Klavdiya TOCHENOVA,URS,14.5,meters,14.5
71,W,Shot Put,Helsinki,1952,S,Marianne WERNER,GER,14.57,meters,14.57
72,W,Shot Put,Helsinki,1952,G,Galina ZYBINA,URS,15.28,meters,15.28
135,M,Shot Put,Helsinki,1952,B,James FUCHS,USA,17.06,meters,17.06
136,M,Shot Put,Helsinki,1952,S,Darrow Clarence HOOPER,USA,17.39,meters,17.39
137,M,Shot Put,Helsinki,1952,G,Parry O'BRIEN,USA,17.41,meters,17.41
73,W,Shot Put,Rome,1960,B,Earlene BROWN,USA,16.42,meters,16.42
74,W,Shot Put,Rome,1960,S,Johanna LÃTTGE,EUA,16.61,meters,16.61
75,W,Shot Put,Rome,1960,G,Tamara PRESS,URS,17.32,meters,17.32
138,M,Shot Put,Rome,1960,B,Dallas LONG,USA,19.01,meters,19.01
139,M,Shot Put,Rome,1960,S,Parry O'BRIEN,USA,19.11,meters,19.11
141,M,Shot Put,Rome,1960,G,William NIEDER,USA,19.68,meters,19.68
76,W,Shot Put,Tokyo,1964,B,Galina ZYBINA,URS,17.45,meters,17.45
77,W,Shot Put,Tokyo,1964,S,Renate GARISCH-CULMBERGER-BOY,EUA,17.61,meters,17.61
78,W,Shot Put,Tokyo,1964,G,Tamara PRESS,URS,18.14,meters,18.14
140,M,Shot Put,Tokyo,1964,B,Vilmos VARJU,HUN,19.39,meters,19.39
142,M,Shot Put,Tokyo,1964,S,Randy MATSON,USA,20.2,meters,20.2
143,M,Shot Put,Tokyo,1964,G,Dallas LONG,USA,20.33,meters,20.33
79,W,Shot Put,Mexico,1968,B,Nadezhda CHIZHOVA,URS,18.19,meters,18.19
80,W,Shot Put,Mexico,1968,S,Marita LANGE,GDR,18.78,meters,18.78
86,W,Shot Put,Mexico,1968,G,Margitta HELMBOLD-GUMMEL,GDR,19.61,meters,19.61
83,W,Shot Put,Munich,1972,B,Ivanka KHRISTOVA,BUL,19.35,meters,19.35
93,W,Shot Put,Munich,1972,S,Margitta HELMBOLD-GUMMEL,GDR,20.22,meters,20.22
105,W,Shot Put,Munich,1972,G,Nadezhda CHIZHOVA,URS,21.03,meters,21.03
102,W,Shot Put,Montreal,1976,B,Helena FIBINGEROVÃ,TCH,20.67,meters,20.67
104,W,Shot Put,Montreal,1976,S,Nadezhda CHIZHOVA,URS,20.96,meters,20.96
107,W,Shot Put,Montreal,1976,G,Ivanka KHRISTOVA,BUL,21.16,meters,21.16
108,W,Shot Put,Moscow,1980,B,Margitta DROESE-PUFE,GDR,21.2,meters,21.2
109,W,Shot Put,Moscow,1980,S,Esfira DOLCHENKO-KRACHEVSKAYA,URS,21.42,meters,21.42
110,W,Shot Put,Moscow,1980,G,Ilona SCHOKNECHT-SLUPIANEK,GDR,22.41,meters,22.41
151,M,Shot Put,Moscow,1980,B,Udo BEYER,GDR,21.06,meters,21.06
153,M,Shot Put,Moscow,1980,S,Aleksandr BARYSHNIKOV,URS,21.08,meters,21.08
162,M,Shot Put,Moscow,1980,G,Vladimir KISELEV,URS,21.35,meters,21.35
81,W,Shot Put,Los Angeles,1984,B,Gael MARTIN,AUS,19.19,meters,19.19
96,W,Shot Put,Los Angeles,1984,S,Mihaela LOGHIN,ROU,20.47,meters,20.47
97,W,Shot Put,Los Angeles,1984,G,Claudia LOSCH,FRG,20.48,meters,20.48
149,M,Shot Put,Los Angeles,1984,B,Dave LAUT,USA,20.97,meters,20.97
155,M,Shot Put,Los Angeles,1984,S,Michael D'Andrea CARTER,USA,21.09,meters,21.09
160,M,Shot Put,Los Angeles,1984,G,Alessandro ANDREI,ITA,21.26,meters,21.26
88,W,Shot Put,Barcelona,1992,B,Kathrin NEIMKE,GER,19.78,meters,19.78
95,W,Shot Put,Barcelona,1992,S,Zhihong HUANG,CHN,20.47,meters,20.47
106,W,Shot Put,Barcelona,1992,G,Svetlana KRIVELYOVA,EUN,21.06,meters,21.06
147,M,Shot Put,Barcelona,1992,B,Vyacheslav LYKHO,EUN,20.94,meters,20.94
148,M,Shot Put,Barcelona,1992,S,Jim DOEHRING,USA,20.96,meters,20.96
166,M,Shot Put,Barcelona,1992,G,Mike STULCE,USA,21.7,meters,21.7
82,W,Shot Put,Atlanta,1996,B,Irina KHUDOROZHKINA,RUS,19.35,meters,19.35
90,W,Shot Put,Atlanta,1996,S,Xinmei SUI,CHN,19.88,meters,19.88
100,W,Shot Put,Atlanta,1996,G,Astrid KUMBERNUSS,GER,20.56,meters,20.56
144,M,Shot Put,Atlanta,1996,B,Oleksandr BAGACH,UKR,20.75,meters,20.75
145,M,Shot Put,Atlanta,1996,S,John GODINA,USA,20.79,meters,20.79
165,M,Shot Put,Atlanta,1996,G,Randy BARNES,USA,21.62,meters,21.62
87,W,Shot Put,Sydney,2000,B,Astrid KUMBERNUSS,GER,19.62,meters,19.62
91,W,Shot Put,Sydney,2000,S,Larisa PELESHENKO,RUS,19.92,meters,19.92
99,W,Shot Put,Sydney,2000,G,Yanina KAROLCHIK,BLR,20.56,meters,20.56
157,M,Shot Put,Sydney,2000,B,John GODINA,USA,21.2,meters,21.2
158,M,Shot Put,Sydney,2000,S,Adam NELSON,USA,21.21,meters,21.21
161,M,Shot Put,Sydney,2000,G,Arsi HARJU,FIN,21.29,meters,21.29
